FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.994,994,POINT (16.356647023214652 48.19197300720478),Margaretenplatz/Schˆnbrunner Straﬂe,Margaretenplatz/Schˆnbrunner Straﬂe,"12A, 13A",829,
OEFFHALTESTOGD.995,995,POINT (16.440878862162727 48.221847677105615),Siedlung Einigkeit,Siedlung Einigkeit,93A,1241,
OEFFHALTESTOGD.996,996,POINT (16.35468177909052 48.146024404187905),Jochen-Rindt-Straﬂe,Jochen-Rindt-Straﬂe,"66A, 67A",599,
OEFFHALTESTOGD.997,997,POINT (16.38575650163882 48.14166360427048),Weidelstraﬂe,Weidelstraﬂe,17A,1456,
OEFFHALTESTOGD.998,998,POINT (16.374811324354166 48.18590095001735),Hauptbahnhof,Hauptbahnhof,"13A, 69A",1349,
OEFFHALTESTOGD.999,999,POINT (16.36603039715895 48.190482671463876),Johann-Strauﬂ-Gasse,Johann-Strauﬂ-Gasse,13A,604,
OEFFHALTESTOGD.1000,1000,POINT (16.360734276572146 48.19245872107913),Ziegelofengasse,Ziegelofengasse,13A,1529,
OEFFHALTESTOGD.1001,1001,POINT (16.32610974552032 48.17732260745564),Ratschkygasse,Ratschkygasse,9A,1546,
OEFFHALTESTOGD.1002,1002,POINT (16.318125977712665 48.209242613089216),Possingergasse/Koppstraﬂe,Possingergasse/Koppstraﬂe,10A,1037,
OEFFHALTESTOGD.1003,1003,POINT (16.369831559544508 48.20262794672741),K‰rntner Ring/Oper,K‰rntner Ring/Oper,2A,975,
OEFFHALTESTOGD.1004,1004,POINT (16.295561746612293 48.14582475206757),Brunner Straﬂe/Erlaaer Straﬂe,Brunner Straﬂe/Erlaaer Straﬂe,62A,174,
OEFFHALTESTOGD.1005,1005,POINT (16.39182608005259 48.14796860126898),Wendstattgasse,Wendstattgasse,19A,1465,
OEFFHALTESTOGD.1006,1006,POINT (16.366879371630755 48.14627610279643),Groﬂmarktstraﬂe,Groﬂmarktstraﬂe,19A,432,
OEFFHALTESTOGD.1007,1007,POINT (16.476280022475972 48.18727123078396),Frachtenbahnhof Lobau Hafen,Frachtenbahnhof Lobau Hafen,92B,342,
OEFFHALTESTOGD.1008,1008,POINT (16.46808228800166 48.15601215491763),Hoefftgasse,Hoefftgasse,71A,535,
OEFFHALTESTOGD.1009,1009,POINT (16.42610481264397 48.26812273209874),Giefinggasse,Giefinggasse,31A,325,
OEFFHALTESTOGD.1010,1010,POINT (16.37227872674537 48.21115049172667),Hoher Markt,Hoher Markt,"1A, 3A",544,
OEFFHALTESTOGD.1011,1011,POINT (16.293673680033717 48.215386349360664),Funkengerngasse,Funkengerngasse,45A,370,
OEFFHALTESTOGD.1012,1012,POINT (16.35385658388381 48.181946349395105),Siebenbrunnenfeldgasse,Siebenbrunnenfeldgasse,12A,1232,
OEFFHALTESTOGD.1013,1013,POINT (16.283268693999137 48.22574060585596),Heuberg Schutzhaus,Heuberg Schutzhaus,44A,514,
OEFFHALTESTOGD.1014,1014,POINT (16.292700351150184 48.163991623086766),Siedlung Rosenh¸gel,Siedlung Rosenh¸gel,58A,1284,
OEFFHALTESTOGD.1015,1015,POINT (16.35702504563979 48.17059727148907),Starhemberg-Kaserne,Starhemberg-Kaserne,65A,1715,
OEFFHALTESTOGD.1016,1016,POINT (16.39485011403026 48.17604990024973),H¸ttenbrennergasse,H¸ttenbrennergasse,69A,563,
OEFFHALTESTOGD.1017,1017,POINT (16.3630136272368 48.13967148552025),Heizwerkstraﬂe,Heizwerkstraﬂe,"19A, 70A",496,
OEFFHALTESTOGD.1018,1018,POINT (16.256683724835806 48.205568091289294),Freyenthurmgasse,Freyenthurmgasse,"43B, 52A, 52B",355,
OEFFHALTESTOGD.1019,1019,POINT (16.421756127542743 48.26171061515376),Tˆllergasse,Tˆllergasse,"28A, 29A",1398,
OEFFHALTESTOGD.1020,1020,POINT (16.377010919885883 48.22949792794422),Wasnergasse,Wasnergasse,5A,1449,
OEFFHALTESTOGD.1021,1021,POINT (16.288817000719558 48.1307052029676),Pellmanngasse,Pellmanngasse,61A,998,
OEFFHALTESTOGD.471,471,POINT (16.2875397641547 48.25086111585463),Keylwerthgasse,Keylwerthgasse,43A,672,
OEFFHALTESTOGD.472,472,POINT (16.430446248588094 48.28635487005191),Allissen,Allissen,32A,1540,
OEFFHALTESTOGD.473,473,POINT (16.431403394257156 48.16590643793241),Florian-Hedorfer-Straﬂe,Florian-Hedorfer-Straﬂe,69A,332,
OEFFHALTESTOGD.474,474,POINT (16.341808003779548 48.23384581847683),Cottagegasse,Cottagegasse,"37A, 40A",215,
OEFFHALTESTOGD.475,475,POINT (16.276197905579938 48.17934100633554),Veitingergasse,Veitingergasse,"54A, 54B",1420,
OEFFHALTESTOGD.476,476,POINT (16.42598913684518 48.17618394266957),Wachthausgasse,Wachthausgasse,72A,1652,
OEFFHALTESTOGD.477,477,POINT (16.518852753124538 48.20606826021567),Ultzmanngasse,Ultzmanngasse,88B,1645,
OEFFHALTESTOGD.478,478,POINT (16.299207500995912 48.180830193165015),Tiroler Gasse,Tiroler Gasse,"56A, 56B, 58A",1550,
OEFFHALTESTOGD.479,479,POINT (16.417737829973618 48.1617304731776),Hasenleiten,Hasenleiten,72A,479,
OEFFHALTESTOGD.480,480,POINT (16.423884155481264 48.155982747481595),Speditionsstraﬂe,Speditionsstraﬂe,72A,1576,
OEFFHALTESTOGD.481,481,POINT (16.414496829406687 48.13453088311644),Liesingbachbr¸cke,Liesingbachbr¸cke,17A,794,
OEFFHALTESTOGD.482,482,POINT (16.405639539672503 48.20283242487407),Lukschgasse,Lukschgasse,80A,817,
OEFFHALTESTOGD.483,483,POINT (16.352774808749693 48.19974536808189),Kirchengasse/Neubaugasse,Kirchengasse/Neubaugasse,13A,678,
OEFFHALTESTOGD.484,484,POINT (16.410068702597677 48.20133547923949),Rustenschacherallee,Rustenschacherallee,80A,1549,
OEFFHALTESTOGD.485,485,POINT (16.415801383759103 48.2602875448176),Hawlicekgasse,Hawlicekgasse,"28A, 29A",489,
OEFFHALTESTOGD.486,486,POINT (16.44488954483611 48.1972235508495),Aspernallee,Aspernallee,"79A, 79B",88,
OEFFHALTESTOGD.487,487,POINT (16.33312163982388 48.171431738241374),Am Europlatz,Am Europlatz,"15A, 7A",1508,
OEFFHALTESTOGD.488,488,POINT (16.4165929972497 48.24208698381437),Strandbad Alte Donau,Strandbad Alte Donau,"20A, 20B",1329,
OEFFHALTESTOGD.489,489,POINT (16.377204558381703 48.20810298060701),Riemergasse,Riemergasse,3A,1102,
OEFFHALTESTOGD.490,490,POINT (16.432605630983108 48.265852483129464),Sorgenthalgasse,Sorgenthalgasse,31A,1277,
OEFFHALTESTOGD.491,491,POINT (16.241200038203058 48.20581046093967),Alois-Behr-Straﬂe,Alois-Behr-Straﬂe,49A,25,
OEFFHALTESTOGD.492,492,POINT (16.370360056483314 48.22631340334948),Gauﬂplatz,Gauﬂplatz,5A,380,
OEFFHALTESTOGD.493,493,POINT (16.30186310186101 48.192292592605895),Cumberlandstraﬂe,Cumberlandstraﬂe,51A,1561,
OEFFHALTESTOGD.494,494,POINT (16.384061398321055 48.214817360660035),Nestroyplatz,Nestroyplatz,5A,916,
OEFFHALTESTOGD.495,495,POINT (16.36053524755372 48.174272012989235),Belgradplatz,Belgradplatz,7A,117,
OEFFHALTESTOGD.496,496,POINT (16.451279931382494 48.26054101205652),Martin-Gaunersdorfer-Gasse,Martin-Gaunersdorfer-Gasse,"25A, 27A",1657,
OEFFHALTESTOGD.497,497,POINT (16.506165644927883 48.16829274640903),Finsterbuschstraﬂe/÷llager,Finsterbuschstraﬂe/÷llager,92B,1543,
OEFFHALTESTOGD.498,498,POINT (16.472551063402953 48.1784559717276),Hafen Freudenau,Hafen Freudenau,"79A, 79B",207,
OEFFHALTESTOGD.499,499,POINT (16.42547401440977 48.26229282884125),Edelsteingasse,Edelsteingasse,29A,258,
OEFFHALTESTOGD.500,500,POINT (16.39185947313187 48.21353674436404),Franzensbr¸cke,Franzensbr¸cke,80A,348,
OEFFHALTESTOGD.501,501,POINT (16.329823909051957 48.17814638101713),Meidlinger Hauptstraﬂe/Pohlgasse,Meidlinger Hauptstraﬂe/Pohlgasse,9A,864,
OEFFHALTESTOGD.502,502,POINT (16.45158556820401 48.247339846088316),Afritschgasse,Afritschgasse,22A,8,
OEFFHALTESTOGD.503,503,POINT (16.419698239741383 48.28413207817661),Ratzenhofergasse,Ratzenhofergasse,32A,1076,
OEFFHALTESTOGD.504,504,POINT (16.389281233905265 48.26042130324964),Dunantgasse,Dunantgasse,"34A, 36A",250,
OEFFHALTESTOGD.505,505,POINT (16.312159905097033 48.23076813728261),Schˆberweg,Schˆberweg,42A,1208,
OEFFHALTESTOGD.506,506,POINT (16.46906252691276 48.15712713877921),Valiergasse,Valiergasse,71A,1418,
OEFFHALTESTOGD.507,507,POINT (16.409304163759003 48.284810968151135),Jedlersdorfer Straﬂe/Hanreitergasse,Jedlersdorfer Straﬂe/Hanreitergasse,"30A, 32A",1621,
OEFFHALTESTOGD.508,508,POINT (16.265730282422748 48.187860450157785),Schweizertalstraﬂe,Schweizertalstraﬂe,53A,1201,
OEFFHALTESTOGD.509,509,POINT (16.314798306466184 48.20127556188607),Schanzstraﬂe/Akkonplatz,Schanzstraﬂe/Akkonplatz,12A,1713,
OEFFHALTESTOGD.510,510,POINT (16.379693137191687 48.24335725734653),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A, 5A",363,
OEFFHALTESTOGD.511,511,POINT (16.401074436443302 48.27988016155412),"Groﬂjedlersdorf, Jochbergengasse","Groﬂjedlersdorf, Jochbergengasse","30A, 31A",598,
OEFFHALTESTOGD.512,512,POINT (16.45613624334949 48.15051604177701),Leberweg,Leberweg,71A,1699,
OEFFHALTESTOGD.513,513,POINT (16.500321910942407 48.287039376991046),Sportpark S¸ﬂenbrunn,Sportpark S¸ﬂenbrunn,25A,1689,
OEFFHALTESTOGD.514,514,POINT (16.31910659597494 48.1996838535971),Johnstraﬂe,Johnstraﬂe,10A,606,
OEFFHALTESTOGD.515,515,POINT (16.333145749460986 48.15734171294131),Neusteinhof,Neusteinhof,"16A, 65A",930,
OEFFHALTESTOGD.516,516,POINT (16.418273711998015 48.21368252885114),Pensionisten-Wohnhaus Prater,Pensionisten-Wohnhaus Prater,11A,733,
OEFFHALTESTOGD.517,517,POINT (16.242781972983554 48.204483257851024),Freesienweg,Freesienweg,49A,351,
OEFFHALTESTOGD.518,518,POINT (16.434447244848815 48.177247746929666),Beschuﬂamt,Beschuﬂamt,76A,131,
OEFFHALTESTOGD.519,519,POINT (16.40222737923167 48.22380734263239),Lassallestraﬂe,Lassallestraﬂe,"11A, 11B",752,
OEFFHALTESTOGD.520,520,POINT (16.325547611576642 48.174240685231034),Hohenbergstraﬂe,Hohenbergstraﬂe,8A,542,
OEFFHALTESTOGD.521,521,POINT (16.35137513152039 48.187797944464066),Kohlgasse,Kohlgasse,12A,696,
OEFFHALTESTOGD.522,522,POINT (16.248637103895 48.21881294129095),Karl-Bekehrty-Straﬂe,Karl-Bekehrty-Straﬂe,52A,1240,
OEFFHALTESTOGD.523,523,POINT (16.36670463259814 48.24493172083109),Muthgasse,Muthgasse,"11A, 5B",897,
OEFFHALTESTOGD.524,524,POINT (16.36117980741486 48.19507092605555),Schˆnbrunner Str./Kettenbr¸ckengasse,Schˆnbrunner Str./Kettenbr¸ckengasse,59A,517,
OEFFHALTESTOGD.525,525,POINT (16.41992076319081 48.16950026344338),Simmering,Simmering,"69A, 72A, 73A",1260,
OEFFHALTESTOGD.526,526,POINT (16.3657914592268 48.19955562454401),B‰renm¸hldurchgang,B‰renm¸hldurchgang,59A,193,
OEFFHALTESTOGD.527,527,POINT (16.351518178390425 48.20534982857746),Kellermanngasse,Kellermanngasse,13A,664,
OEFFHALTESTOGD.528,528,POINT (16.324551469846398 48.18189107825861),Rosasgasse,Rosasgasse,63A,1112,
OEFFHALTESTOGD.529,529,POINT (16.42725172375783 48.173232300441306),Ravelinstraﬂe,Ravelinstraﬂe,72A,1073,
OEFFHALTESTOGD.530,530,POINT (16.389115716399324 48.21960350462657),Kleine Stadtgutgasse,Kleine Stadtgutgasse,5B,1875,
OEFFHALTESTOGD.531,531,POINT (16.456117180677154 48.18745961158905),Hellingstraﬂe,Hellingstraﬂe,79B,499,
OEFFHALTESTOGD.532,532,POINT (16.469332339199273 48.251603053838146),Gewerbepark Kagran,Gewerbepark Kagran,"24A, 87A",1739,
OEFFHALTESTOGD.533,533,POINT (16.36953650498965 48.2091626913063),Graben/Petersplatz,Graben/Petersplatz,"1A, 2A",415,
OEFFHALTESTOGD.534,534,POINT (16.38087189559798 48.17321270711282),Waldgasse,Waldgasse,"68A, 68B",1441,
OEFFHALTESTOGD.535,535,POINT (16.36156726423961 48.144211126672104),Trappweg,Trappweg,"19A, 70A",1387,
OEFFHALTESTOGD.536,536,POINT (16.26598188182519 48.15882095779274),Wittgensteinstraﬂe,Wittgensteinstraﬂe,"56A, 56B",1498,
OEFFHALTESTOGD.537,537,POINT (16.350263444154738 48.24518497235024),Saarplatz,Saarplatz,"10A, 39A",1138,
OEFFHALTESTOGD.538,538,POINT (16.35050740905978 48.20966254875603),Theater in der Josefstadt,Theater in der Josefstadt,13A,1375,
OEFFHALTESTOGD.539,539,POINT (16.465902823399603 48.182723655244),Freudenauer Hafenstraﬂe,Freudenauer Hafenstraﬂe,"79A, 79B",512,
OEFFHALTESTOGD.540,540,POINT (16.37493930657552 48.246171817019246),Aignerstraﬂe,Aignerstraﬂe,5A,11,
OEFFHALTESTOGD.541,541,POINT (16.42376552352555 48.23801448416483),Alte Donau,Alte Donau,"20A, 20B",31,
OEFFHALTESTOGD.542,542,POINT (16.32622691111618 48.24196818608824),Gustav-Pick-Gasse,Gustav-Pick-Gasse,35A,443,
OEFFHALTESTOGD.543,543,POINT (16.47167884056964 48.235864271883145),Blumeng‰rten Hirschstetten,Blumeng‰rten Hirschstetten,"22A, 95A, 95B",531,
OEFFHALTESTOGD.544,544,POINT (16.3910187354272 48.263146662870334),Bunsengasse,Bunsengasse,36A,186,
OEFFHALTESTOGD.545,545,POINT (16.32426231533965 48.17863629706406),Pohlgasse,Pohlgasse,9A,1028,
OEFFHALTESTOGD.546,546,POINT (16.438975939804656 48.2452530788601),Steigenteschgasse,Steigenteschgasse,"22A, 94A",1313,
OEFFHALTESTOGD.547,547,POINT (16.49709902105524 48.28309393711952),Weingartenallee,Weingartenallee,25A,1688,
OEFFHALTESTOGD.548,548,POINT (16.487608775429578 48.282844619525754),Stallarngasse,Stallarngasse,25A,1307,
OEFFHALTESTOGD.549,549,POINT (16.44913596075458 48.259430487490164),Panethgasse/Sebaldgasse,Panethgasse/Sebaldgasse,27A,1687,
OEFFHALTESTOGD.550,550,POINT (16.4183635254292 48.163532344162086),Am Kanal/Hasenleitengasse,Am Kanal/Hasenleitengasse,"69A, 72A",43,
OEFFHALTESTOGD.551,551,POINT (16.44857074990738 48.20575120238906),"Raffineriestraﬂe, Ostbahnbr¸cke","Raffineriestraﬂe, Ostbahnbr¸cke",92B,806,
OEFFHALTESTOGD.552,552,POINT (16.484655031131023 48.25428104171815),Spargelfeldstraﬂe/Rautenweg,Spargelfeldstraﬂe/Rautenweg,85A,1280,
OEFFHALTESTOGD.553,553,POINT (16.41944573992922 48.165960715441784),Anton-Stilling-Platz,Anton-Stilling-Platz,72A,815,
OEFFHALTESTOGD.554,554,POINT (16.42288936733186 48.186248702616986),Kappgasse,Kappgasse,72A,652,
OEFFHALTESTOGD.555,555,POINT (16.428468056862148 48.18141841261037),1. Haidequerstraﬂe S¸d,1. Haidequerstraﬂe S¸d,"72A, 76A",324,
OEFFHALTESTOGD.556,556,POINT (16.484969954282345 48.160191587877634),Albern Sendnergasse,Albern Sendnergasse,76A,15,
OEFFHALTESTOGD.557,557,POINT (16.363373594713725 48.14350200613511),Wagner-Schˆnkirch-Gasse,Wagner-Schˆnkirch-Gasse,"19A, 70A",1437,
OEFFHALTESTOGD.558,558,POINT (16.404158988625753 48.13750255181442),Oberlaaer Platz,Oberlaaer Platz,17A,970,
OEFFHALTESTOGD.559,559,POINT (16.476952847131056 48.20751145494841),Brockhausengasse,Brockhausengasse,93A,171,
OEFFHALTESTOGD.560,560,POINT (16.537015837332635 48.23004293976592),Wolfgang-M¸hlwanger-Straﬂe,Wolfgang-M¸hlwanger-Straﬂe,99B,1502,
OEFFHALTESTOGD.561,561,POINT (16.260083826557533 48.16687912219265),Kleiner Ring,Kleiner Ring,55A,686,
OEFFHALTESTOGD.562,562,POINT (16.26150880640627 48.20873417200481),H¸ttelberg,H¸ttelberg,47B,1616,
OEFFHALTESTOGD.563,563,POINT (16.324574597001998 48.18629948440732),Hollergasse,Hollergasse,57A,545,
OEFFHALTESTOGD.564,564,POINT (16.26256272280311 48.19782244144739),H¸tteldorf,H¸tteldorf,43B,560,
OEFFHALTESTOGD.565,565,POINT (16.367897756508505 48.24384834609175),Heiligenst‰dter Br¸cke,Heiligenst‰dter Br¸cke,5B,493,
OEFFHALTESTOGD.566,566,POINT (16.384820186350847 48.291266458706815),Meriangasse,Meriangasse,32A,1569,
OEFFHALTESTOGD.567,567,POINT (16.272935085143683 48.205317298362914),Baumgartner Hˆhe,Baumgartner Hˆhe,"47A, 48A",1052,
OEFFHALTESTOGD.568,568,POINT (16.315450139591906 48.132015634707436),Siedlung Wienerflur,Siedlung Wienerflur,61A,1605,
OEFFHALTESTOGD.569,569,POINT (16.38802119094329 48.18096777584298),Arsenalsteg,Arsenalsteg,69A,658,
OEFFHALTESTOGD.570,570,POINT (16.47568612718296 48.20405388666444),M¸hlwasser,M¸hlwasser,"93A, 95A",903,
OEFFHALTESTOGD.571,571,POINT (16.366151994300868 48.17235808620742),Herzgasse,Herzgasse,"65A, 7A",510,
OEFFHALTESTOGD.572,572,POINT (16.2964844065732 48.211646608153195),Steinlegasse,Steinlegasse,"46A, 46B",1318,
OEFFHALTESTOGD.573,573,POINT (16.357789645759844 48.18489601349218),Spengergasse,Spengergasse,12A,1286,
OEFFHALTESTOGD.574,574,POINT (16.32938533851412 48.15819712524257),Max-Hegele-Weg,Max-Hegele-Weg,16A,857,
OEFFHALTESTOGD.575,575,POINT (16.374091083796248 48.168873730302444),Ettenreichgasse/Schulzentrum,Ettenreichgasse/Schulzentrum,"66A, 67A, 70A",1191,
OEFFHALTESTOGD.576,576,POINT (16.321777724293753 48.14774759411113),Rossakgasse,Rossakgasse,64A,1117,
OEFFHALTESTOGD.577,577,POINT (16.30335069875094 48.16187948029911),S¸dwestfriedhof 1.Tor,S¸dwestfriedhof 1.Tor,63A,1352,
OEFFHALTESTOGD.578,578,POINT (16.440636634714917 48.17750402500529),Simmeringer Haide,Simmeringer Haide,76A,1259,
OEFFHALTESTOGD.579,579,POINT (16.46980407689985 48.230162914969846),Contiweg,Contiweg,"22A, 95B",1270,
OEFFHALTESTOGD.580,580,POINT (16.447852259829556 48.28789346884141),Illgasse,Illgasse,32A,574,
OEFFHALTESTOGD.581,581,POINT (16.3152907992541 48.2231784916568),Hernals,Hernals,"42A, 44A",505,
OEFFHALTESTOGD.582,582,POINT (16.488286262256082 48.20879704259823),Danzergasse,Danzergasse,93A,222,
OEFFHALTESTOGD.583,583,POINT (16.31209424939735 48.14092750526087),Herziggasse,Herziggasse,61A,1603,
OEFFHALTESTOGD.584,584,POINT (16.34917743900408 48.193122856489786),Hirschengasse,Hirschengasse,57A,529,
OEFFHALTESTOGD.585,585,POINT (16.423117099634176 48.26968622585991),Franz-Sebek-Straﬂe,Franz-Sebek-Straﬂe,31A,1851,
OEFFHALTESTOGD.586,586,POINT (16.32276801210184 48.190102763246266),"Rudolfsheim, Ansch¸tzgasse","Rudolfsheim, Ansch¸tzgasse",57A,67,
OEFFHALTESTOGD.587,587,POINT (16.305228915544973 48.15709033441415),Gregorygasse,Gregorygasse,62A,421,
OEFFHALTESTOGD.588,588,POINT (16.485465404936214 48.24763422869361),Kapellergasse,Kapellergasse,85A,651,
OEFFHALTESTOGD.589,589,POINT (16.340987038298746 48.18490501068808),Steinhagegasse,Steinhagegasse,12A,1868,
OEFFHALTESTOGD.590,590,POINT (16.385263263262885 48.26602246568779),Jeneweingasse,Jeneweingasse,34A,594,
OEFFHALTESTOGD.591,591,POINT (16.35724499559322 48.20485287498074),Volkstheater,Volkstheater,48A,1430,
OEFFHALTESTOGD.592,592,POINT (16.276966308357867 48.13641382898879),Fabergasse,Fabergasse,60A,875,
OEFFHALTESTOGD.593,593,POINT (16.319424792345384 48.22957316473084),Krenngasse,Krenngasse,42A,718,
OEFFHALTESTOGD.594,594,POINT (16.383292411033114 48.14008406041681),Franzosenweg,Franzosenweg,17A,349,
OEFFHALTESTOGD.595,595,POINT (16.3678634172461 48.21307513172062),Renngasse,Renngasse,"1A, 3A",1090,
OEFFHALTESTOGD.596,596,POINT (16.483355949630614 48.25145200333244),Breitenleer Str./Spargelfeldstraﬂe,Breitenleer Str./Spargelfeldstraﬂe,24A,1279,
OEFFHALTESTOGD.597,597,POINT (16.413288807478853 48.29415257078232),Kummergasse,Kummergasse,30A,1623,
OEFFHALTESTOGD.598,598,POINT (16.32906695992586 48.15227767046432),Schwarzenhaidestraﬂe,Schwarzenhaidestraﬂe,"65A, 66A",1195,
OEFFHALTESTOGD.599,599,POINT (16.43811971694803 48.16390993274061),Am Himmelreich,Am Himmelreich,73A,40,
OEFFHALTESTOGD.600,600,POINT (16.440883673824796 48.220592954518736),Siedlung Sonnheim,Siedlung Sonnheim,93A,1244,
OEFFHALTESTOGD.601,601,POINT (16.535883490368 48.22712095057109),Zifferergasse,Zifferergasse,"99A, 99B",1534,
OEFFHALTESTOGD.602,602,POINT (16.390925465207044 48.19662297868055),Krankenanstalt Rudolfstiftung,Krankenanstalt Rudolfstiftung,77A,346,
OEFFHALTESTOGD.603,603,POINT (16.32865731305813 48.15707081741641),Zanaschkagasse,Zanaschkagasse,16A,1514,
OEFFHALTESTOGD.604,604,POINT (16.254357235608925 48.21848113107884),Elsbeergasse,Elsbeergasse,52B,275,
OEFFHALTESTOGD.605,605,POINT (16.349508266326108 48.21307461207826),Laudongasse,Laudongasse,13A,753,
OEFFHALTESTOGD.606,606,POINT (16.288501702842566 48.13604434188467),Seybelgasse,Seybelgasse,64A,1228,
OEFFHALTESTOGD.607,607,POINT (16.52914550308231 48.219504475102546),Wehrbr¸cklstraﬂe/Gernotgasse,Wehrbr¸cklstraﬂe/Gernotgasse,98A,770,
OEFFHALTESTOGD.608,608,POINT (16.49783129903952 48.17348561494635),Finsterbuschstraﬂe Nord,Finsterbuschstraﬂe Nord,92B,316,
OEFFHALTESTOGD.609,609,POINT (16.28132995178531 48.24236150976145),Artariastraﬂe,Artariastraﬂe,"43A, 43B",85,
OEFFHALTESTOGD.610,610,POINT (16.339069127158858 48.24619183534853),Sauerburggasse,Sauerburggasse,39A,1153,
OEFFHALTESTOGD.611,611,POINT (16.281285627489467 48.1324454814283),Liesing Bad,Liesing Bad,61A,789,
OEFFHALTESTOGD.612,612,POINT (16.304632815651637 48.16754699279666),Hetzendorfer Straﬂe,Hetzendorfer Straﬂe,"16A, 63A",1679,
OEFFHALTESTOGD.613,613,POINT (16.292102109432832 48.201368980746146),Ameisbachzeile,Ameisbachzeile,51A,54,
OEFFHALTESTOGD.614,614,POINT (16.297959173882973 48.133476283958075),Industriegel‰nde Liesing West,Industriegel‰nde Liesing West,"61A, 64A",576,
OEFFHALTESTOGD.615,615,POINT (16.39147320120672 48.21817385132007),Praterstern,Praterstern,"5B, 80A",1040,
OEFFHALTESTOGD.616,616,POINT (16.324040917155347 48.1837219065332),Rotenm¸hlgasse,Rotenm¸hlgasse,"10A, 63A",1118,
OEFFHALTESTOGD.617,617,POINT (16.337784251140036 48.23415173239038),Gregor-Mendel-Straﬂe,Gregor-Mendel-Straﬂe,"37A, 40A",420,
OEFFHALTESTOGD.618,618,POINT (16.288573782981718 48.13843851022863),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,62A,247,
OEFFHALTESTOGD.619,619,POINT (16.465768546579234 48.21046087445343),Binsenweg/Am M¸hlwasser,Binsenweg/Am M¸hlwasser,95A,1551,
OEFFHALTESTOGD.620,620,POINT (16.3579466893113 48.187188526963),Siebenbrunnengasse,Siebenbrunnengasse,12A,1233,
OEFFHALTESTOGD.621,621,POINT (16.318984744495857 48.212085499344106),Schuhmeierplatz,Schuhmeierplatz,10A,1190,
OEFFHALTESTOGD.622,622,POINT (16.43153250553879 48.26959251852442),Schˆnthalergasse,Schˆnthalergasse,28A,1213,
OEFFHALTESTOGD.623,623,POINT (16.34958902872541 48.22922407904023),Sternwartestraﬂe,Sternwartestraﬂe,"37A, 40A",1323,
OEFFHALTESTOGD.624,624,POINT (16.23457486466855 48.20198508335585),Auhof Umspannwerk,Auhof Umspannwerk,50B,1402,
OEFFHALTESTOGD.625,625,POINT (16.491426670160294 48.177492480189905),Lobgrundstraﬂe,Lobgrundstraﬂe,92B,809,
